transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,attempt_count,checkout_abandoned,checkout_duration_seconds,previous_transactions,previous_successful_transactions,previous_success_rate,is_subscription,days_overdue,recovery_attempts,recovery_action,recovery_success,recovered_amount
TX02127,C0116,42791.96,WALLET,abandoned,checkout_dropoff,3,1,429,1,1,1.0,0,0,0,send_reminder,1,42791.96
TX02128,C1548,40400.45,NETBANKING,success,none,0,0,432,3,0,0.0,0,0,0,none,1,40400.45
TX02129,C1892,47953.2,NETBANKING,success,none,0,0,219,11,8,0.73,1,0,0,none,1,47953.2
TX02130,C1088,2334.11,NETBANKING,abandoned,checkout_dropoff,0,1,203,18,17,0.94,0,0,0,payment_link,1,2334.11
TX02131,C0034,13350.13,WALLET,success,none,0,0,442,5,4,0.8,0,0,0,none,1,13350.13
TX02132,C1079,31761.25,NETBANKING,success,none,0,0,551,19,7,0.37,1,7,0,none,1,31761.25
TX02133,C0089,28852.15,UPI,success,none,0,0,421,9,9,1.0,0,0,0,none,1,28852.15
TX02134,C2334,8850.28,NETBANKING,abandoned,checkout_dropoff,4,1,475,9,5,0.56,1,0,1,payment_link,0,0.0
TX02135,C2203,37481.11,WALLET,success,none,0,0,512,4,3,0.75,1,15,0,none,1,37481.11
TX02136,C0088,32161.81,WALLET,failed,timeout,0,0,118,13,13,1.0,1,7,0,retry_payment,0,0.0
TX02137,C0832,15392.33,CARD,success,none,0,0,545,3,3,1.0,0,0,0,none,1,15392.33
TX02138,C2247,23600.69,NETBANKING,abandoned,checkout_dropoff,1,1,249,7,6,0.86,1,7,1,send_reminder,1,23600.69
TX02139,C0387,11780.9,UPI,success,none,0,0,125,12,3,0.25,1,30,0,none,1,11780.9
TX02140,C0764,27338.57,WALLET,success,none,0,0,280,6,0,0.0,1,0,0,none,1,27338.57
TX02141,C0698,43145.35,CARD,failed,timeout,0,0,374,15,14,0.93,0,0,1,retry_payment,1,43145.35
TX02142,C0272,1180.08,WALLET,failed,insufficient_funds,0,0,588,7,2,0.29,1,0,2,send_reminder,0,0.0
TX02143,C0309,3162.96,WALLET,failed,insufficient_funds,0,0,157,5,2,0.4,1,0,2,send_reminder,0,0.0
TX02144,C1945,7720.96,WALLET,abandoned,checkout_dropoff,4,1,426,7,2,0.29,0,0,1,send_reminder,1,7720.96
TX02145,C1223,39713.86,CARD,success,none,0,0,281,7,2,0.29,1,0,0,none,1,39713.86
TX02146,C2186,41456.17,UPI,success,none,0,0,322,13,8,0.62,1,0,0,none,1,41456.17
TX02147,C1563,10912.59,WALLET,success,none,0,0,569,13,7,0.54,0,0,0,none,1,10912.59
TX02148,C0230,46725.66,CARD,failed,network_error,4,0,353,8,6,0.75,1,3,0,retry_payment,0,0.0
TX02149,C2340,18147.47,WALLET,abandoned,checkout_dropoff,4,1,41,1,1,1.0,1,0,0,send_reminder,1,18147.47
TX02150,C2028,12321.07,NETBANKING,abandoned,checkout_dropoff,4,1,22,1,1,1.0,0,0,0,send_reminder,1,12321.07
TX02151,C1850,8748.93,UPI,success,none,0,0,563,13,9,0.69,0,0,0,none,1,8748.93
TX02152,C2087,23736.18,UPI,failed,technical_error,1,0,200,4,0,0.0,1,0,1,payment_link,0,0.0
TX02153,C1670,39658.89,WALLET,success,none,0,0,181,18,2,0.11,1,7,0,none,1,39658.89
TX02154,C1863,12990.4,CARD,success,none,0,0,158,8,4,0.5,1,15,0,none,1,12990.4
TX02155,C0540,9346.62,CARD,success,none,0,0,416,1,0,0.0,1,0,0,none,1,9346.62
TX02156,C2408,13639.93,UPI,success,none,0,0,27,19,8,0.42,1,3,0,none,1,13639.93
TX02157,C1828,39932.25,WALLET,failed,technical_error,4,0,33,7,2,0.29,1,1,0,payment_link,0,0.0
TX02158,C0921,46162.87,WALLET,success,none,0,0,486,20,9,0.45,0,0,0,none,1,46162.87
TX02159,C0549,13663.35,NETBANKING,failed,insufficient_funds,4,0,563,12,1,0.08,1,0,2,send_reminder,1,13663.35
TX02160,C0453,16119.52,UPI,success,none,0,0,450,18,12,0.67,1,3,0,none,1,16119.52
TX02161,C2195,44267.83,NETBANKING,success,none,0,0,448,17,13,0.76,0,0,0,none,1,44267.83
TX02162,C0877,23287.73,UPI,abandoned,checkout_dropoff,4,1,548,9,4,0.44,1,0,2,payment_link,0,0.0
TX02163,C2284,48825.8,UPI,success,none,0,0,512,10,9,0.9,0,0,0,none,1,48825.8
TX02164,C0352,21971.72,UPI,success,none,0,0,594,17,6,0.35,1,1,0,none,1,21971.72
TX02165,C0524,41713.57,NETBANKING,abandoned,checkout_dropoff,2,1,563,9,8,0.89,1,0,0,payment_link,1,41713.57
TX02166,C0918,28789.4,WALLET,success,none,0,0,452,6,1,0.17,0,0,0,none,1,28789.4
TX02167,C0689,3482.72,CARD,success,none,0,0,513,5,0,0.0,1,15,0,none,1,3482.72
TX02168,C0007,43956.73,CARD,success,none,0,0,31,1,1,1.0,0,0,0,none,1,43956.73
TX02169,C1195,37240.08,WALLET,success,none,0,0,123,20,0,0.0,0,0,0,none,1,37240.08
TX02170,C2115,26150.4,UPI,success,none,0,0,131,13,12,0.92,0,0,0,none,1,26150.4
TX02171,C0095,29066.32,UPI,success,none,0,0,165,8,2,0.25,1,0,0,none,1,29066.32
TX02172,C1871,37159.8,WALLET,failed,timeout,0,0,407,1,1,1.0,1,1,0,retry_payment,0,0.0
TX02173,C2244,21377.82,NETBANKING,success,none,0,0,51,2,0,0.0,1,3,0,none,1,21377.82
TX02174,C1021,21841.19,UPI,failed,bank_error,3,0,94,4,4,1.0,0,0,2,payment_link,1,21841.19
TX02175,C2475,27853.74,NETBANKING,failed,insufficient_funds,4,0,154,19,9,0.47,0,0,0,send_reminder,0,0.0
TX02176,C1065,40285.01,UPI,success,none,0,0,218,11,3,0.27,1,0,0,none,1,40285.01
TX02177,C0123,22434.59,WALLET,abandoned,checkout_dropoff,4,1,266,10,9,0.9,1,15,2,send_reminder,0,0.0
TX02178,C0220,4955.43,CARD,success,none,0,0,26,5,5,1.0,0,0,0,none,1,4955.43
TX02179,C2077,7779.94,CARD,failed,timeout,3,0,305,1,0,0.0,1,0,2,retry_payment,0,0.0
TX02180,C1420,25139.7,UPI,success,none,0,0,342,5,3,0.6,0,0,0,none,1,25139.7
TX02181,C1469,31931.24,CARD,success,none,0,0,173,8,5,0.62,1,0,0,none,1,31931.24
TX02182,C1207,4542.06,UPI,abandoned,checkout_dropoff,4,1,152,18,10,0.56,0,0,0,payment_link,0,0.0
TX02183,C0724,39357.83,NETBANKING,success,none,0,0,28,10,10,1.0,1,0,0,none,1,39357.83
TX02184,C0130,3229.45,CARD,success,none,0,0,280,14,6,0.43,0,0,0,none,1,3229.45
TX02185,C0221,4445.6,CARD,success,none,0,0,479,3,0,0.0,0,0,0,none,1,4445.6
TX02186,C0720,10185.09,CARD,success,none,0,0,447,3,2,0.67,0,0,0,none,1,10185.09
TX02187,C0513,1662.38,NETBANKING,abandoned,checkout_dropoff,2,1,21,16,13,0.81,1,7,2,payment_link,0,0.0
TX02188,C1060,15740.42,UPI,abandoned,checkout_dropoff,2,1,191,5,3,0.6,1,30,0,send_reminder,0,0.0
TX02189,C0439,31177.55,NETBANKING,success,none,0,0,384,16,6,0.38,1,0,0,none,1,31177.55
TX02190,C0610,13121.75,NETBANKING,success,none,0,0,441,3,3,1.0,1,1,0,none,1,13121.75
TX02191,C0669,47022.02,UPI,failed,bank_error,3,0,197,13,7,0.54,0,0,1,payment_link,0,0.0
TX02192,C1587,46760.38,WALLET,abandoned,checkout_dropoff,1,1,292,3,3,1.0,1,15,1,send_reminder,0,0.0
TX02193,C1202,23770.59,UPI,failed,timeout,0,0,222,12,0,0.0,0,0,0,retry_payment,1,23770.59
TX02194,C2091,15304.74,WALLET,abandoned,checkout_dropoff,1,1,138,8,5,0.62,1,7,2,send_reminder,1,15304.74
TX02195,C1718,43959.52,WALLET,success,none,0,0,123,5,0,0.0,1,7,0,none,1,43959.52
TX02196,C1773,42205.14,NETBANKING,success,none,0,0,272,19,5,0.26,0,0,0,none,1,42205.14
TX02197,C1638,33064.26,NETBANKING,failed,network_error,0,0,113,20,15,0.75,0,0,0,retry_payment,1,33064.26
TX02198,C2176,7508.24,CARD,success,none,0,0,449,8,4,0.5,0,0,0,none,1,7508.24
TX02199,C1382,33922.98,NETBANKING,success,none,0,0,524,6,5,0.83,0,0,0,none,1,33922.98
TX02200,C2164,25937.5,WALLET,success,none,0,0,424,13,4,0.31,0,0,0,none,1,25937.5
TX02201,C1423,42367.76,UPI,abandoned,checkout_dropoff,1,1,103,6,6,1.0,1,0,2,send_reminder,1,42367.76
TX02202,C0764,12507.3,UPI,success,none,0,0,421,2,1,0.5,1,0,0,none,1,12507.3
TX02203,C0982,24934.23,UPI,failed,timeout,3,0,64,2,0,0.0,0,0,0,retry_payment,0,0.0
TX02204,C0826,5430.72,WALLET,success,none,0,0,60,3,0,0.0,1,0,0,none,1,5430.72
TX02205,C0055,10650.86,WALLET,failed,bank_error,0,0,518,4,4,1.0,1,7,0,payment_link,1,10650.86
TX02206,C0430,44254.38,WALLET,failed,bank_error,2,0,62,17,8,0.47,0,0,1,payment_link,0,0.0
TX02207,C1912,41109.49,NETBANKING,failed,network_error,0,0,88,7,7,1.0,1,0,2,retry_payment,1,41109.49
TX02208,C0489,1327.16,CARD,success,none,0,0,464,17,0,0.0,1,0,0,none,1,1327.16
TX02209,C1917,30017.47,UPI,failed,technical_error,0,0,435,4,3,0.75,0,0,2,payment_link,1,30017.47
TX02210,C0455,39004.02,WALLET,abandoned,checkout_dropoff,1,1,142,7,6,0.86,1,0,1,payment_link,1,39004.02
TX02211,C1388,41907.56,UPI,success,none,0,0,439,18,3,0.17,0,0,0,none,1,41907.56
TX02212,C0746,39953.79,UPI,failed,timeout,2,0,370,15,1,0.07,0,0,0,retry_payment,0,0.0
TX02213,C1053,33522.66,NETBANKING,success,none,0,0,148,7,6,0.86,0,0,0,none,1,33522.66
TX02214,C0665,48519.84,UPI,success,none,0,0,48,13,9,0.69,1,1,0,none,1,48519.84
TX02215,C1868,13127.16,WALLET,success,none,0,0,463,12,1,0.08,1,1,0,none,1,13127.16
TX02216,C0485,12446.21,NETBANKING,failed,bank_error,0,0,339,2,2,1.0,0,0,1,payment_link,0,0.0
TX02217,C0595,19542.08,UPI,success,none,0,0,19,7,3,0.43,1,0,0,none,1,19542.08
TX02218,C2141,38388.82,CARD,success,none,0,0,226,4,4,1.0,0,0,0,none,1,38388.82
TX02219,C2368,7020.29,NETBANKING,success,none,0,0,235,1,0,0.0,1,15,0,none,1,7020.29
TX02220,C1742,30114.21,UPI,failed,insufficient_funds,1,0,57,5,0,0.0,1,15,2,send_reminder,0,0.0
TX02221,C1494,38229.8,WALLET,failed,technical_error,1,0,246,20,10,0.5,0,0,0,payment_link,1,38229.8
TX02222,C0383,356.39,UPI,failed,insufficient_funds,3,0,440,9,2,0.22,1,1,1,send_reminder,0,0.0
TX02223,C0501,16138.85,CARD,success,none,0,0,338,4,1,0.25,0,0,0,none,1,16138.85
TX02224,C1840,45398.85,NETBANKING,failed,bank_error,1,0,391,19,15,0.79,0,0,1,payment_link,1,45398.85
TX02225,C0634,18943.75,UPI,failed,timeout,3,0,174,8,6,0.75,0,0,0,retry_payment,0,0.0
TX02226,C1211,39381.04,WALLET,failed,insufficient_funds,2,0,442,15,14,0.93,0,0,0,send_reminder,1,39381.04
TX02227,C1809,5266.93,WALLET,success,none,0,0,522,15,3,0.2,1,0,0,none,1,5266.93
TX02228,C1080,37784.0,WALLET,success,none,0,0,245,16,1,0.06,0,0,0,none,1,37784.0
TX02229,C0401,24436.46,NETBANKING,abandoned,checkout_dropoff,4,1,26,6,3,0.5,1,7,1,send_reminder,0,0.0
TX02230,C1881,33651.6,WALLET,success,none,0,0,586,6,2,0.33,1,7,0,none,1,33651.6
TX02231,C1616,34325.51,WALLET,abandoned,checkout_dropoff,3,1,200,18,16,0.89,1,30,1,send_reminder,0,0.0
TX02232,C0558,712.22,WALLET,failed,bank_error,3,0,79,7,5,0.71,0,0,1,payment_link,0,0.0
TX02233,C1950,20994.93,CARD,success,none,0,0,138,7,6,0.86,1,1,0,none,1,20994.93
TX02234,C1665,44816.86,UPI,failed,timeout,4,0,412,19,7,0.37,0,0,0,retry_payment,0,0.0
TX02235,C1371,39052.57,CARD,success,none,0,0,365,1,0,0.0,1,0,0,none,1,39052.57
TX02236,C1713,37161.74,NETBANKING,success,none,0,0,470,14,4,0.29,0,0,0,none,1,37161.74
TX02237,C1288,9754.23,NETBANKING,success,none,0,0,69,16,16,1.0,1,0,0,none,1,9754.23
TX02238,C1389,17344.24,CARD,success,none,0,0,88,19,0,0.0,0,0,0,none,1,17344.24
TX02239,C2159,13131.66,CARD,success,none,0,0,422,5,3,0.6,0,0,0,none,1,13131.66
TX02240,C0739,3169.89,CARD,success,none,0,0,160,16,3,0.19,0,0,0,none,1,3169.89
TX02241,C0308,41828.65,NETBANKING,failed,technical_error,3,0,133,16,3,0.19,1,0,0,payment_link,0,0.0
TX02242,C2225,18723.06,NETBANKING,success,none,0,0,575,13,9,0.69,0,0,0,none,1,18723.06
TX02243,C0133,18864.89,UPI,failed,timeout,0,0,222,19,5,0.26,0,0,0,retry_payment,1,18864.89
TX02244,C1693,49746.11,UPI,success,none,0,0,282,6,5,0.83,1,0,0,none,1,49746.11
TX02245,C0318,3215.39,UPI,failed,technical_error,3,0,29,7,1,0.14,1,15,0,payment_link,0,0.0
TX02246,C1403,34325.49,UPI,success,none,0,0,213,7,2,0.29,1,7,0,none,1,34325.49
TX02247,C0752,12839.5,NETBANKING,success,none,0,0,239,4,3,0.75,0,0,0,none,1,12839.5
TX02248,C2307,14076.13,WALLET,success,none,0,0,257,18,0,0.0,0,0,0,none,1,14076.13
TX02249,C2306,1819.06,WALLET,failed,insufficient_funds,2,0,72,6,2,0.33,1,0,2,send_reminder,0,0.0
TX02250,C2477,11398.34,WALLET,failed,technical_error,1,0,563,3,1,0.33,0,0,0,payment_link,0,0.0
TX02251,C1426,32680.43,NETBANKING,abandoned,checkout_dropoff,4,1,449,2,0,0.0,1,3,1,send_reminder,1,32680.43
TX02252,C0704,22790.14,CARD,success,none,0,0,321,12,3,0.25,1,0,0,none,1,22790.14
TX02253,C2402,18807.01,WALLET,failed,timeout,4,0,455,10,0,0.0,1,3,1,retry_payment,0,0.0
TX02254,C1691,42355.08,UPI,success,none,0,0,568,1,0,0.0,0,0,0,none,1,42355.08
TX02255,C2438,2513.58,CARD,failed,insufficient_funds,2,0,253,20,1,0.05,1,0,0,send_reminder,0,0.0
TX02256,C2396,11413.49,CARD,success,none,0,0,207,8,3,0.38,0,0,0,none,1,11413.49
TX02257,C0027,47878.74,CARD,success,none,0,0,51,5,2,0.4,1,0,0,none,1,47878.74
TX02258,C0244,5853.4,CARD,abandoned,checkout_dropoff,2,1,346,2,0,0.0,1,1,0,send_reminder,0,0.0
TX02259,C0794,37801.64,CARD,success,none,0,0,176,10,3,0.3,1,15,0,none,1,37801.64
TX02260,C2426,21452.39,UPI,failed,network_error,2,0,587,18,7,0.39,0,0,0,retry_payment,0,0.0
TX02261,C1104,37682.4,UPI,success,none,0,0,68,15,10,0.67,1,0,0,none,1,37682.4
TX02262,C2463,30816.45,UPI,success,none,0,0,258,16,12,0.75,0,0,0,none,1,30816.45
TX02263,C0309,24159.88,NETBANKING,success,none,0,0,294,6,0,0.0,0,0,0,none,1,24159.88
TX02264,C1573,9276.17,NETBANKING,success,none,0,0,589,7,7,1.0,1,1,0,none,1,9276.17
TX02265,C0401,29380.65,CARD,success,none,0,0,87,8,1,0.12,1,0,0,none,1,29380.65
TX02266,C1642,6579.82,WALLET,failed,insufficient_funds,3,0,336,5,5,1.0,1,0,0,send_reminder,1,6579.82
TX02267,C0105,44539.74,WALLET,success,none,0,0,244,1,0,0.0,0,0,0,none,1,44539.74
TX02268,C2184,45138.81,NETBANKING,failed,insufficient_funds,0,0,205,6,5,0.83,0,0,2,send_reminder,1,45138.81
TX02269,C0944,43030.98,NETBANKING,success,none,0,0,106,9,3,0.33,0,0,0,none,1,43030.98
TX02270,C0412,29177.96,UPI,success,none,0,0,60,17,14,0.82,1,15,0,none,1,29177.96
TX02271,C1889,31958.02,NETBANKING,success,none,0,0,139,12,11,0.92,1,15,0,none,1,31958.02
TX02272,C0629,48543.24,CARD,failed,insufficient_funds,2,0,562,4,4,1.0,0,0,0,send_reminder,0,0.0
TX02273,C1240,38628.71,WALLET,success,none,0,0,451,16,12,0.75,0,0,0,none,1,38628.71
TX02274,C0856,44055.26,CARD,success,none,0,0,581,14,5,0.36,0,0,0,none,1,44055.26
TX02275,C1467,43655.83,UPI,success,none,0,0,488,18,9,0.5,1,0,0,none,1,43655.83
TX02276,C2129,16810.47,NETBANKING,failed,timeout,1,0,564,6,6,1.0,1,3,1,retry_payment,0,0.0
TX02277,C0553,20345.63,CARD,success,none,0,0,530,9,6,0.67,1,0,0,none,1,20345.63
TX02278,C2395,38990.15,NETBANKING,success,none,0,0,231,11,11,1.0,1,0,0,none,1,38990.15
TX02279,C2399,19711.15,CARD,success,none,0,0,368,1,0,0.0,0,0,0,none,1,19711.15
TX02280,C1445,36520.94,WALLET,success,none,0,0,317,15,5,0.33,1,0,0,none,1,36520.94
TX02281,C1032,44064.43,UPI,success,none,0,0,183,6,1,0.17,1,0,0,none,1,44064.43
TX02282,C2334,28755.2,UPI,failed,timeout,3,0,413,6,6,1.0,1,0,1,retry_payment,0,0.0
TX02283,C1633,212.29,NETBANKING,failed,network_error,4,0,379,14,3,0.21,0,0,0,retry_payment,0,0.0
TX02284,C1955,41830.5,UPI,success,none,0,0,247,20,2,0.1,0,0,0,none,1,41830.5
TX02285,C0346,28831.06,CARD,success,none,0,0,215,18,5,0.28,0,0,0,none,1,28831.06
TX02286,C0657,15034.36,WALLET,success,none,0,0,237,13,13,1.0,0,0,0,none,1,15034.36
TX02287,C0192,21109.63,UPI,abandoned,checkout_dropoff,1,1,482,16,1,0.06,1,0,2,send_reminder,1,21109.63
TX02288,C1713,41581.48,UPI,success,none,0,0,456,5,3,0.6,1,0,0,none,1,41581.48
TX02289,C2154,35718.77,NETBANKING,success,none,0,0,596,11,3,0.27,1,0,0,none,1,35718.77
TX02290,C1112,21298.23,WALLET,failed,bank_error,1,0,123,7,3,0.43,1,0,2,payment_link,0,0.0
TX02291,C1061,14299.09,UPI,abandoned,checkout_dropoff,2,1,150,7,1,0.14,1,0,2,send_reminder,1,14299.09
TX02292,C0806,23096.38,WALLET,success,none,0,0,407,17,11,0.65,1,30,0,none,1,23096.38
TX02293,C0130,21215.09,CARD,failed,timeout,2,0,194,20,1,0.05,1,15,0,retry_payment,0,0.0
TX02294,C1939,16524.13,NETBANKING,success,none,0,0,573,15,0,0.0,0,0,0,none,1,16524.13
TX02295,C2026,31062.18,CARD,success,none,0,0,197,2,0,0.0,1,1,0,none,1,31062.18
TX02296,C1824,15521.09,NETBANKING,success,none,0,0,518,6,1,0.17,1,0,0,none,1,15521.09
TX02297,C1374,39847.3,WALLET,success,none,0,0,469,19,0,0.0,0,0,0,none,1,39847.3
TX02298,C1471,43732.49,NETBANKING,failed,technical_error,1,0,438,18,18,1.0,0,0,1,payment_link,1,43732.49
TX02299,C0709,10053.43,WALLET,failed,insufficient_funds,0,0,22,1,1,1.0,0,0,1,send_reminder,0,0.0
TX02300,C1282,24189.1,NETBANKING,success,none,0,0,410,9,3,0.33,1,7,0,none,1,24189.1
TX02301,C2472,996.97,UPI,success,none,0,0,235,16,2,0.12,1,3,0,none,1,996.97
TX02302,C0205,15375.29,WALLET,failed,insufficient_funds,1,0,476,17,16,0.94,1,0,1,send_reminder,1,15375.29
TX02303,C1537,4301.25,WALLET,failed,insufficient_funds,3,0,272,14,13,0.93,1,0,0,send_reminder,0,0.0
TX02304,C1656,27761.94,UPI,success,none,0,0,314,3,2,0.67,0,0,0,none,1,27761.94
TX02305,C0245,7627.81,WALLET,abandoned,checkout_dropoff,1,1,600,4,0,0.0,1,0,2,send_reminder,0,0.0
TX02306,C1578,1217.61,CARD,success,none,0,0,448,2,1,0.5,0,0,0,none,1,1217.61
TX02307,C0934,35353.22,WALLET,success,none,0,0,445,19,16,0.84,0,0,0,none,1,35353.22
TX02308,C0866,1547.08,WALLET,success,none,0,0,226,1,1,1.0,1,3,0,none,1,1547.08
TX02309,C0493,27490.08,CARD,success,none,0,0,197,14,6,0.43,1,15,0,none,1,27490.08
TX02310,C1152,38849.86,UPI,failed,technical_error,4,0,529,14,5,0.36,0,0,1,payment_link,0,0.0
TX02311,C2449,40455.24,UPI,success,none,0,0,220,19,13,0.68,0,0,0,none,1,40455.24
TX02312,C1248,34050.92,CARD,failed,timeout,4,0,503,13,0,0.0,1,7,2,retry_payment,0,0.0
TX02313,C1322,42438.39,NETBANKING,success,none,0,0,152,4,3,0.75,0,0,0,none,1,42438.39
TX02314,C1075,32466.0,WALLET,failed,network_error,4,0,421,15,0,0.0,1,0,0,retry_payment,0,0.0
TX02315,C0251,38174.32,WALLET,failed,timeout,0,0,495,7,2,0.29,0,0,2,retry_payment,1,38174.32
TX02316,C2198,46538.34,WALLET,success,none,0,0,167,14,11,0.79,1,30,0,none,1,46538.34
TX02317,C0836,38676.23,CARD,success,none,0,0,478,1,1,1.0,1,1,0,none,1,38676.23
TX02318,C0703,20380.21,NETBANKING,success,none,0,0,221,19,17,0.89,0,0,0,none,1,20380.21
TX02319,C0357,33793.68,CARD,abandoned,checkout_dropoff,2,1,29,4,2,0.5,1,7,1,send_reminder,0,0.0
TX02320,C2453,9145.68,NETBANKING,failed,technical_error,1,0,12,12,4,0.33,0,0,1,payment_link,0,0.0
TX02321,C0951,28158.28,NETBANKING,failed,bank_error,0,0,160,3,3,1.0,0,0,2,payment_link,1,28158.28
TX02322,C0023,19440.96,WALLET,abandoned,checkout_dropoff,2,1,237,4,2,0.5,0,0,1,payment_link,0,0.0
TX02323,C2380,46066.2,CARD,abandoned,checkout_dropoff,4,1,105,11,0,0.0,0,0,0,send_reminder,0,0.0
TX02324,C1950,2909.08,CARD,success,none,0,0,315,2,1,0.5,0,0,0,none,1,2909.08
TX02325,C0834,1748.17,UPI,success,none,0,0,77,15,5,0.33,1,0,0,none,1,1748.17
TX02326,C0679,30111.79,WALLET,success,none,0,0,313,10,8,0.8,1,7,0,none,1,30111.79
TX02327,C0124,33093.57,UPI,success,none,0,0,538,17,10,0.59,0,0,0,none,1,33093.57
TX02328,C1913,31641.02,UPI,success,none,0,0,562,1,1,1.0,0,0,0,none,1,31641.02
TX02329,C2457,44251.0,WALLET,failed,bank_error,3,0,425,13,2,0.15,0,0,2,payment_link,0,0.0
TX02330,C0547,42065.46,CARD,success,none,0,0,477,2,2,1.0,0,0,0,none,1,42065.46
TX02331,C1726,9891.99,NETBANKING,success,none,0,0,233,11,9,0.82,1,1,0,none,1,9891.99
TX02332,C0754,32167.87,NETBANKING,abandoned,checkout_dropoff,3,1,16,3,1,0.33,0,0,2,send_reminder,0,0.0
TX02333,C0585,15053.18,NETBANKING,success,none,0,0,29,19,2,0.11,0,0,0,none,1,15053.18
TX02334,C0913,23034.76,CARD,success,none,0,0,574,9,9,1.0,1,0,0,none,1,23034.76
TX02335,C0241,12646.29,WALLET,success,none,0,0,469,1,0,0.0,1,0,0,none,1,12646.29
TX02336,C1304,6821.29,NETBANKING,success,none,0,0,373,8,6,0.75,1,1,0,none,1,6821.29
TX02337,C0325,35055.63,WALLET,failed,insufficient_funds,0,0,258,13,13,1.0,1,7,2,send_reminder,0,0.0
TX02338,C0602,6119.05,WALLET,abandoned,checkout_dropoff,1,1,540,12,4,0.33,1,0,0,payment_link,0,0.0
TX02339,C1753,2114.33,WALLET,failed,timeout,4,0,551,14,4,0.29,0,0,0,retry_payment,0,0.0
TX02340,C1528,29157.55,WALLET,abandoned,checkout_dropoff,1,1,148,2,1,0.5,0,0,1,send_reminder,1,29157.55
TX02341,C2309,31070.15,UPI,success,none,0,0,417,3,3,1.0,1,0,0,none,1,31070.15
TX02342,C1413,18972.38,CARD,success,none,0,0,571,8,3,0.38,1,7,0,none,1,18972.38
TX02343,C1956,43285.03,WALLET,success,none,0,0,485,16,14,0.88,0,0,0,none,1,43285.03
TX02344,C1525,45834.95,WALLET,success,none,0,0,134,8,4,0.5,0,0,0,none,1,45834.95
TX02345,C0201,26258.21,NETBANKING,failed,bank_error,0,0,345,7,3,0.43,0,0,0,payment_link,1,26258.21
TX02346,C1649,690.21,UPI,failed,insufficient_funds,2,0,60,15,12,0.8,0,0,2,send_reminder,0,0.0
TX02347,C0276,47837.88,NETBANKING,failed,bank_error,0,0,301,19,2,0.11,0,0,0,payment_link,1,47837.88
TX02348,C0837,25925.99,WALLET,success,none,0,0,566,16,4,0.25,0,0,0,none,1,25925.99
TX02349,C2423,30722.3,WALLET,success,none,0,0,402,10,2,0.2,0,0,0,none,1,30722.3
TX02350,C1216,45447.82,NETBANKING,success,none,0,0,164,2,2,1.0,0,0,0,none,1,45447.82
TX02351,C0957,16974.31,CARD,success,none,0,0,506,14,6,0.43,0,0,0,none,1,16974.31
TX02352,C1070,28023.23,WALLET,success,none,0,0,592,18,1,0.06,1,0,0,none,1,28023.23
TX02353,C0540,43991.47,UPI,success,none,0,0,383,8,0,0.0,1,1,0,none,1,43991.47
TX02354,C1676,5205.1,WALLET,success,none,0,0,501,5,5,1.0,1,7,0,none,1,5205.1
TX02355,C0028,15619.08,NETBANKING,success,none,0,0,133,6,2,0.33,0,0,0,none,1,15619.08
TX02356,C0298,32901.09,WALLET,failed,insufficient_funds,3,0,109,1,0,0.0,1,0,0,send_reminder,1,32901.09
TX02357,C0301,24917.19,NETBANKING,success,none,0,0,439,3,1,0.33,0,0,0,none,1,24917.19
TX02358,C0601,34811.49,UPI,success,none,0,0,538,16,6,0.38,0,0,0,none,1,34811.49
TX02359,C1883,2207.68,NETBANKING,failed,insufficient_funds,2,0,291,15,9,0.6,0,0,1,send_reminder,0,0.0
TX02360,C1767,1478.5,WALLET,failed,bank_error,2,0,77,1,1,1.0,1,0,2,payment_link,0,0.0
TX02361,C0293,39364.09,UPI,abandoned,checkout_dropoff,4,1,375,3,3,1.0,0,0,2,payment_link,0,0.0
TX02362,C1422,4107.16,NETBANKING,success,none,0,0,271,2,2,1.0,0,0,0,none,1,4107.16
TX02363,C2287,39780.34,UPI,success,none,0,0,567,3,0,0.0,1,15,0,none,1,39780.34
TX02364,C1851,13176.49,WALLET,failed,bank_error,4,0,129,13,0,0.0,1,7,1,payment_link,1,13176.49
TX02365,C0047,29474.04,UPI,failed,insufficient_funds,2,0,130,18,8,0.44,0,0,0,send_reminder,0,0.0
TX02366,C2475,46171.35,CARD,success,none,0,0,562,1,0,0.0,1,0,0,none,1,46171.35
TX02367,C0657,38405.57,UPI,success,none,0,0,390,18,17,0.94,1,3,0,none,1,38405.57
TX02368,C1142,31491.43,UPI,failed,timeout,4,0,22,5,3,0.6,1,0,2,retry_payment,0,0.0
TX02369,C1385,4709.04,WALLET,success,none,0,0,457,20,6,0.3,0,0,0,none,1,4709.04
TX02370,C0970,17258.78,WALLET,success,none,0,0,66,7,7,1.0,1,0,0,none,1,17258.78
TX02371,C0085,25256.25,UPI,failed,technical_error,3,0,53,17,17,1.0,1,30,0,payment_link,1,25256.25
TX02372,C0169,48956.59,UPI,success,none,0,0,104,18,9,0.5,0,0,0,none,1,48956.59
TX02373,C0324,4775.4,CARD,failed,technical_error,0,0,108,11,8,0.73,1,1,1,payment_link,1,4775.4
TX02374,C0668,40057.06,CARD,success,none,0,0,132,4,4,1.0,1,0,0,none,1,40057.06
TX02375,C1863,39976.28,CARD,success,none,0,0,331,8,7,0.88,0,0,0,none,1,39976.28
